name,coverage
E05010298 Weston-super-Mare Central,0.0
E05010299 Weston-super-Mare Hillside,0.0
E05010300 Weston-super-Mare Kewstoke,71.78408865732148,200
E05010301 Weston-super-Mare Mid Worle,0.0
E05010302 Weston-super-Mare Milton,0.0
E05010303 Weston-super-Mare North Worle,0.0
E05010304 Weston-super-Mare South Worle,0.0
E05010305 Weston-super-Mare Uphill,0.0
E05010306 Weston-super-Mare Winterstoke,0.0
E05010307 Wick St Lawrence & St Georges,38.48939925743141,200
E05010308 Winford,66.82718497150216,199,1
E05010309 Wrington,88.78620220028007,198,2
E05010310 Yatton,92.90972406606251,198,2
E05010311 Acomb,0.0
E05010312 Bishopthorpe,45.82831848534716,200
E05010313 Clifton,0.0
E05010314 Copmanthorpe,73.059240752545,200
E05010315 Dringhouses & Woodthorpe,0.0
E05010316 Fishergate,0.0
E05010317 Fulford & Heslington,73.68395520641617,200
E05010318 Guildhall,0.0
E05010319 Haxby & Wigginton,88.89310780843198,200
E05010320 Heworth,0.0
E05010321 Heworth Without,0.0
E05010322 Holgate,0.0
E05010323 Hull Road,0.0
E05010324 Huntington & New Earswick,68.8711345065237,200
E05010325 Micklegate,0.0
E05010326 Osbaldwick & Derwent,90.5680152058588,196,4
E05010327 Rawcliffe & Clifton Without,0.0
E05010328 Rural West York,87.30129991819263,196,4
E05010329 Strensall,86.10661061619858,198,2
E05010330 Westfield,0.0
E05010331 Wheldrake,88.7588080194008,198,2
E05010365 Bocking Blackwater,0.0
E05010366 Bocking North,85.10090697918488,200
E05010367 Bocking South,0.0
E05010368 Braintree Central & Beckers Green,0.0
E05010369 Braintree South,0.0
E05010370 Braintree West,0.0
E05010371 Bumpstead,88.149330511788,197,3
E05010372 Coggeshall,93.27714254115313,194,6
E05010374 Great Notley & Black Notley,84.52206737626628,200
E05010378 Hedingham,89.69563171135798,199,1
E05010379 Kelvedon & Feering,78.9806977679476,200
E05010380 Rayne,86.50850792670663,200
E05010382 Stour Valley North,92.81126494905294,189,9,2
E05010383 Stour Valley South,91.18674456329062,195,5
E05010384 The Colnes,86.05771065657099,198,2
E05010385 Three Fields,93.29359089712216,188,9,3
E05010388 Witham South,0.0
E05010389 Witham West,0.0
E05010390 Yeldham,82.07878228497299,199,1
E05010392 Beltinge,0.0
E05010393 Blean Forest,78.15550238582163,200
E05010395 Chestfield,68.40275809237878,200
E05010396 Gorrell,0.0
E05010397 Greenhill,0.0
E05010398 Herne & Broomfield,77.43720746087138,200
E05010399 Heron,0.0
E05010402 Northgate,0.0
E05010404 Seasalter,72.30479818906129,200
E05010405 St Stephen's,0.0
E05010407 Swalecliffe,0.0
E05010408 Tankerton,0.0
E05010409 West Bay,0.0
E05010410 Westgate,0.0
E05010411 Wincheap,53.21587782775798,200
E05010412 Bank Top & Lascelles,0.0
E05010413 Brinkburn & Faverdale,0.0
E05010414 Cockerton,0.0
E05010415 College,0.0
E05010416 Eastbourne,0.0
E05010417 Harrowgate Hill,0.0
E05010418 Haughton & Springfield,0.0
E05010419 Heighington & Coniscliffe,87.20837064292711,193,7
E05010420 Hummersknott,0.0
E05010421 Hurworth,59.236608070866836,200
E05010422 Mowden,0.0
E05010423 North Road,0.0
E05010424 Northgate,0.0
E05010425 Park East,0.0
E05010426 Park West,0.0
E05010427 Pierremont,0.0
E05010428 Red Hall & Lingfield,0.0
E05010429 Sadberge & Middleton St George,83.58155383158163,197,3
E05010430 Stephenson,0.0
E05010431 Whinfield,0.0
E05010458 Abbey,0.0
E05010459 Aylestone,0.0
E05010460 Beaumont Leys,0.0
E05010461 Belgrave,0.0
E05010462 Braunstone Park & Rowley Fields,0.0
E05010463 Castle,0.0
E05010464 Evington,0.0
E05010465 Eyres Monsell,0.0
E05010466 Fosse,0.0
E05010467 Humberstone & Hamilton,0.0
E05010468 Knighton,0.0
E05010469 North Evington,0.0
E05010470 Rushey Mead,0.0
E05010471 Saffron,0.0
E05010472 Spinney Hills,0.0
E05010473 Stoneygate,0.0
E05010474 Thurncourt,0.0
E05010475 Troon,0.0
E05010476 Westcotes,0.0
E05010477 Western,0.0
E05010478 Wycliffe,0.0
E05010479 Barlaston,65.4784971343232,200
E05010480 Baswich,0.0
E05010481 Common,0.0
E05010482 Coton,0.0
E05010483 Doxey & Castletown,0.0
E05010484 Eccleshall,91.47396430237664,183,15,0,2
E05010485 Forebridge,0.0
E05010486 Fulford,79.39847069784815,200
E05010487 Gnosall & Woodseaves,94.45703802103425,186,10,4
E05010488 Haywood & Hixon,87.20933289727455,198,2
E05010489 Highfields & Western Downs,0.0
E05010490 Holmcroft,0.0
E05010491 Littleworth,0.0
E05010492 Manor,0.0
E05010493 Milford,65.71962786763595,200
E05010494 Milwich,93.21262298449741,182,16,0,2
E05010495 Penkside,0.0
E05010496 Rowley,0.0
E05010497 St Michael's & Stonefield,0.0
E05010498 Seighford & Church Eaton,89.45327012421228,188,12
E05010499 Swynnerton & Oulton,93.98751020686906,197,3
E05010500 Walton,0.0
E05010501 Weeping Cross & Wildwood,0.0
E05010502 Aggborough & Spennells,0.0
E05010503 Areley Kings & Riverside,0.0
E05010504 Bewdley & Rock,81.24869662958243,193,6,1
E05010505 Blakebrook & Habberley South,0.0
E05010506 Broadwaters,0.0
E05010507 Foley Park & Hoobrook,0.0
E05010508 Franche & Habberley North,0.0
E05010509 Lickhill,0.0
E05010510 Mitton,0.0
E05010511 Offmore & Comberton,0.0
E05010512 Wribbenhall & Arley,80.34210068290328,200
E05010513 Wyre Forest Rural,92.82897138461293,192,7,1
E05010514 Attenborough & Chilwell East,0.0
E05010516 Beeston Central,0.0
E05010517 Beeston North,0.0
E05010518 Beeston Rylands,0.0
E05010519 Beeston West,0.0
E05010521 Brinsley,0.0
E05010522 Chilwell West,0.0
E05010523 Eastwood Hall,0.0
E05010524 Eastwood Hilltop,0.0
E05010525 Eastwood St Mary's,0.0
E05010531 Stapleford South West,0.0
E05010532 Toton & Chilwell Meadows,0.0
E05010533 Watnall & Nuthall West,0.0
E05010550 Bere Ferrers,77.84143684195547,199,1
E05010551 Bridestowe,94.67168675168905,171,18,9,0,2
E05010552 Buckland Monachorum,84.08175745416453,199,1
E05010553 Burrator,88.18879862152825,191,7,2
E05010554 Chagford,87.79090175394558,200
E05010555 Dartmoor,93.81198578747164,162,24,12,0,2
E05010556 Drewsteignton,85.84997701272418,200
E05010557 Exbourne,93.69806704459482,182,15,3
E05010558 Hatherleigh,90.4069711098958,190,10
E05010559 Mary Tavy,90.90976711644173,187,10,3
E05010560 Milton Ford,92.19397332360151,192,7,1
E05010561 Okehampton North,84.50989150839499,196,4
E05010562 Okehampton South,91.49222059170341,197,3
E05010563 South Tawton,82.65977303802195,197,3
E05010564 Tamarside,90.47772389791379,195,5
E05010565 Tavistock North,55.83856881057875,200
E05010566 Tavistock South East,0.0
E05010567 Tavistock South West,0.0
E05010604 Awsworth Road,0.0
E05010605 Breaston,65.44707070982672,200
E05010606 Cotmanhay,0.0
E05010607 Derby Road East,0.0
E05010608 Derby Road West,0.0
E05010609 Draycott & Risley,49.01435285859789,200
E05010610 Hallam Fields,0.0
E05010611 Kirk Hallam & Stanton-by-Dale,43.50076648861305,200
E05010612 Larklands,0.0
E05010613 Little Eaton & Stanley,82.08260224298758,200
E05010614 Little Hallam,0.0
E05010615 Long Eaton Central,0.0
E05010616 Nottingham Road,0.0
E05010617 Ockbrook & Borrowash,35.70823442852217,200
E05010618 Sandiacre,0.0
E05010619 Sawley,0.0
E05010620 Shipley View,0.0
E05010621 West Hallam & Dale Abbey,22.519417836226523,200
E05010622 Wilsthorpe,0.0
E05010623 Barms,0.0
E05010624 Blackbrook,85.51899650578176,200
E05010625 Burbage,66.32559962450478,200
E05010626 Buxton Central,0.0
E05010627 Chapel East,86.43885370230991,200
E05010628 Chapel West,0.0
E05010629 Corbar,87.54134038015631,200
E05010630 Cote Heath,0.0
E05010631 Dinting,0.0
E05010632 Gamesley,0.0
E05010633 Hadfield North,0.0
E05010634 Hadfield South,0.0
E05010635 Hayfield,89.72253127414116,199,1
E05010636 Hope Valley,95.8374555358297,168,21,10,0,1
E05010637 Howard Town,0.0
E05010638 Limestone Peak,83.844087192842,198,2
E05010639 New Mills East,0.0
E05010640 New Mills West,0.0
E05010641 Old Glossop,0.0
E05010642 Padfield,0.0
E05010643 St John's,88.15637479588923,196,4
E05010644 Sett,83.37041727841346,200
E05010645 Simmondley,0.0
E05010646 Stone Bench,0.0
E05010647 Temple,0.0
E05010648 Tintwistle,88.52683819578716,198,2
E05010649 Whaley Bridge,82.40936685278662,200
E05010650 Whitfield,0.0
E05010651 Alrewas & Fradley,91.76026966919045,198,2
E05010652 Armitage with Handsacre,72.33578292639854,200
E05010653 Boley Park,0.0
E05010654 Boney Hay & Central,0.0
E05010655 Bourne Vale,88.28143717598263,197,3
E05010656 Chadsmead,0.0
E05010657 Chase Terrace,0.0
E05010658 Chasetown,0.0
E05010659 Colton & the Ridwares,91.68158602753093,197,3
E05010660 Curborough,0.0
E05010661 Fazeley,64.25369349263445,200
E05010662 Hammerwich with Wall,74.56100147152348,200
E05010663 Highfield,0.0
E05010664 Leomansley,0.0
E05010665 Little Aston & Stonnall,79.54832881615276,200
E05010666 Longdon,81.8874250991697,198,2
E05010667 Mease Valley,90.7209795316393,198,2
E05010668 St John's,0.0
E05010669 Shenstone,0.0
E05010670 Stowe,0.0
E05010671 Summerfield & All Saints,0.0
E05010672 Whittington & Streethay,80.05798505266857,196,4
E05010673 Abbey Hill,0.0
E05010674 Annesley & Kirkby Woodhouse,89.01950147749375,200
E05010675 Ashfields,0.0
E05010676 Carsic,0.0
E05010677 Sutton Central & New Cross,0.0
E05010678 Hucknall Central,0.0
E05010679 Hucknall North,0.0
E05010680 Hucknall South,0.0
E05010681 Hucknall West,0.0
E05010682 Huthwaite & Brierley,0.0
E05010683 Jacksdale & Westwood,0.0
E05010684 Kingsway,0.0
E05010685 Kirkby Cross & Portland,0.0
E05010686 Larwood,0.0
E05010687 Leamington,0.0
E05010688 Sutton St Mary's,0.0
E05010689 Selston,0.0
E05010690 Skegby,0.0
E05010691 Stanton Hill & Teversal,83.01816028524121,200
E05010692 Greenwood & Summit,0.0
E05010693 Sutton Junction & Harlow Wood,71.19246834928137,200
E05010694 The Dales,0.0
E05010695 Underwood,0.0
E05010696 Abbey,34.84701262929525,200
E05010697 Blockley,84.01706791761244,200
E05010698 Bourton Vale,91.71369412842489,186,14
E05010699 Bourton Village,0.0
E05010700 Campden & Vale,90.4657974295005,195,5
E05010702 Chesterton,0.0
E05010703 Coln Valley,91.70308005356054,187,13
E05010705 Fairford North,87.268442670999,200
E05010706 Fosseridge,91.41950829326174,194,6
E05010707 Four Acres,0.0
E05010708 Grumbolds Ash with Avening,84.10727145475855,194,6
E05010709 Kemble,88.19050518237381,196,4
"E05010710 Lechlade, Kempsford & Fairford South",84.8815038137107,196,4
E05010711 Moreton East,39.0922726638157,200
E05010712 Moreton West,48.373390734078434,200
E05010713 New Mills,0.0
E05010714 Northleach,93.86316038925436,185,11,4
E05010715 St Michael's,0.0
E05010717 Siddington & Cerney Rural,73.13257465381595,200
E05010718 South Cerney Village,0.0
E05010719 Stow,76.73654361857659,200
E05010721 Tetbury East & Rural,89.72450828492316,200
E05010722 Tetbury Town,0.0
E05010723 Tetbury with Upton,50.3416263416127,200
E05010724 The Ampneys & Hampton,94.48172433749797,191,8,1
E05010725 The Beeches,0.0
E05010726 The Rissingtons,88.67735243047639,200
E05010727 Watermoor,0.0
E05010728 Adwick le Street & Carcroft,63.49527248932645,200
E05010729 Armthorpe,69.3715982388292,200
E05010730 Balby South,0.0
E05010731 Bentley,86.01043201792375,200
E05010732 Bessacarr,57.64348687565806,200
E05010733 Conisbrough,65.27710766035696,200
E05010734 Edenthorpe & Kirk Sandall,0.0
E05010735 Edlington & Warmsworth,60.224577153350076,200
E05010736 Finningley,90.64057533639533,195,5
E05010737 Hatfield,95.3503570610537,190,8,2
E05010738 Hexthorpe & Balby North,0.0
E05010739 Mexborough,0.0
E05010740 Norton & Askern,93.9492842500127,185,15
E05010741 Roman Ridge,0.0
E05010742 Rossington & Bawtry,88.35034212360162,199,1
E05010743 Sprotbrough,84.6245849066199,191,9
E05010744 Stainforth & Barnby Dun,63.31309854024186,200
E05010745 Thorne & Moorends,94.20169482354245,193,6,1
E05010746 Tickhill & Wadsworth,88.59421245563462,194,6
E05010747 Town,53.73400885654414,200
E05010748 Wheatley Hills & Intake,76.88049455708236,200
E05010755 Blunsdon and Highworth,88.13874382545681,191,7,2
E05010756 Haydon Wick,0.0
E05010757 Penhill and Upper Stratton,0.0
E05010758 Admirals and Cawston,0.0
E05010759 Dunsmore,88.68939501363133,196,4
E05010760 Wolston and the Lawfords,87.1399915393129,195,5
E05010781 Chadlington and Churchill,84.80026763095255,197,3
E05010782 Charlbury and Finstock,86.21653208830024,200
"E05010783 Hailey, Minster Lovell and Leafield",80.64557264302755,199,1
E05010784 Abbey,0.0
E05010785 Birchwood,0.0
E05010786 Boultham,63.92561811079157,200
E05010787 Carholme,0.0
E05010788 Castle,0.0
E05010789 Glebe,0.0
E05010790 Hartsholme,0.0
E05010791 Minster,0.0
E05010792 Moorland,0.0
E05010793 Park,0.0
E05010794 Witham,0.0
E05010795 Byfleet and West Byfleet,0.0
E05010796 Canalside,0.0
E05010797 Goldsworth Park,0.0
E05010798 Heathlands,70.47640563768161,200
E05010799 Hoe Valley,0.0
E05010800 Horsell,40.713440795192476,200
E05010801 Knaphill,0.0
E05010802 Mount Hermon,0.0
E05010803 Pyrford,69.78567734739008,200
E05010804 St John's,0.0
E05010805 Barnack,90.6127503772381,196,4
E05010806 Bretton,0.0
E05010807 Central,0.0
E05010808 Dogsthorpe,0.0
E05010809 East,77.47855301097367,200
"E05010810 Eye, Thorney and Newborough",95.95466710689347,179,18,0,3
E05010811 Fletton and Stanground,0.0
E05010812 Fletton and Woodston,0.0
E05010813 Glinton and Castor,86.58135438713151,198,2
E05010814 Gunthorpe,0.0
E05010815 Hampton Vale,64.82508284509737,200
E05010816 Hargate and Hempsted,0.0
E05010817 North,0.0
E05010818 Orton Longueville,0.0
E05010819 Orton Waterville,0.0
E05010820 Park,0.0
E05010821 Paston and Walton,0.0
E05010822 Ravensthorpe,0.0
E05010823 Stanground South,0.0
E05010824 Werrington,0.0
E05010825 West,0.0
E05010826 Wittering,89.29917019800544,199,1
E05010827 Berechurch,67.60346287683902,200
E05010828 Castle,0.0
E05010829 Greenstead,0.0
E05010830 Highwoods,0.0
E05010831 Lexden and Braiswick,75.36618848755576,200
E05010832 Marks Tey and Layer,85.03443504950296,189,9,2
E05010833 Mersea and Pyefleet,80.07047432325466,199,1
E05010834 Mile End,0.0
E05010835 New Town and Christ Church,0.0
E05010836 Old Heath and The Hythe,72.39375750601951,200
E05010837 Prettygate,0.0
E05010838 Rural North,91.80953339810098,191,9
E05010839 St Anne's and St John's,0.0
E05010840 Shrub End,0.0
E05010841 Stanway,51.27715160122289,200
E05010842 Tiptree,78.599351112674,200
E05010843 Wivenhoe,0.0
E05010844 Downhall and Rawreth,76.72775774388899,200
E05010845 Foulness and The Wakerings,58.47248622906051,200
E05010846 Hawkwell East,0.0
E05010847 Hawkwell West,0.0
E05010848 Hockley,0.0
E05010849 Hockley and Ashingdon,60.80995236945915,200
E05010850 Hullbridge,0.0
E05010851 Lodge,0.0
E05010852 Roche North and Rural,90.87128904606926,197,3
E05010853 Roche South,42.15250264599168,200
E05010854 Sweyne Park and Grange,0.0
E05010855 Trinity,0.0
E05010856 Wheatley,0.0
E05010857 Beauchief and Greenhill,0.0
E05010858 Beighton,0.0
E05010859 Birley,0.0
E05010860 Broomhill and Sharrow Vale,0.0
E05010861 Burngreave,84.28255633486769,200
E05010862 City,0.0
E05010863 Crookes and Crosspool,0.0
E05010864 Darnall,84.39024682004325,200
E05010865 Dore and Totley,82.3840984144844,200
E05010866 East Ecclesfield,43.1082941755815,200
E05010867 Ecclesall,0.0
E05010868 Firth Park,0.0
E05010869 Fulwood,79.2374245533669,200
E05010870 Gleadless Valley,0.0
E05010871 Graves Park,0.0
E05010872 Hillsborough,0.0
E05010873 Manor Castle,0.0
E05010874 Mosborough,0.0
E05010875 Nether Edge and Sharrow,0.0
E05010876 Park and Arbourthorne,0.0
E05010877 Richmond,0.0
E05010878 Shiregreen and Brightside,0.0
E05010879 Southey,0.0
E05010880 Stannington,93.3202441702865,189,9,2
E05010881 Stocksbridge and Upper Don,88.53364277352176,186,12,2
E05010882 Walkley,0.0
E05010883 West Ecclesfield,64.62917438887781,200
E05010884 Woodhouse,0.0
E05010885 Ashley,0.0
E05010886 Avonmouth and Lawrence Weston,88.05676529394725,200
E05010887 Bedminster,0.0
E05010888 Bishopston and Ashley Down,0.0
E05010889 Bishopsworth,0.0
E05010890 Brislington East,0.0
E05010891 Brislington West,0.0
E05010892 Central,0.0
E05010893 Clifton,0.0
E05010894 Clifton Down,0.0
E05010895 Cotham,0.0
E05010896 Easton,0.0
E05010897 Eastville,0.0
E05010898 Filwood,0.0
E05010899 Frome Vale,0.0
E05010900 Hartcliffe and Withywood,0.0
E05010901 Henbury and Brentry,0.0
E05010902 Hengrove and Whitchurch Park,66.26099541195217,200
E05010903 Hillfields,0.0
E05010904 Horfield,0.0
E05010905 Hotwells and Harbourside,0.0
E05010906 Knowle,0.0
E05010907 Lawrence Hill,0.0
E05010908 Lockleaze,0.0
E05010909 Redland,0.0
E05010910 St George Central,0.0
E05010911 St George Troopers Hill,0.0
E05010912 St George West,0.0
E05010913 Southmead,0.0
E05010914 Southville,0.0
E05010915 Stockwood,0.0
E05010916 Stoke Bishop,0.0
E05010917 Westbury-on-Trym and Henleaze,0.0
E05010918 Windmill Hill,0.0
E05010921 Banbury Cross and Neithrop,0.0
E05010922 Banbury Grimsbury and Hightown,0.0
E05010923 Banbury Hardwick,0.0
E05010924 Banbury Ruscote,0.0
E05010925 Bicester East,0.0
E05010926 Bicester North and Caversfield,42.6201712291235,200
E05010928 Bicester West,0.0
"E05010929 Cropredy, Sibfords and Wroxton",92.34165295695203,182,14,4
E05010930 Deddington,91.69261642753638,189,11
E05010932 Kidlington East,54.015648929527444,200
E05010933 Kidlington West,60.54684924752682,200
E05010934 Launton and Otmoor,88.0381153105973,188,9,3
E05010935 Cherryfield,0.0
E05010936 Halewood North,0.0
E05010937 Halewood South,0.0
E05010938 Northwood,67.26432944197238,200
E05010939 Page Moss,0.0
E05010940 Prescot North,74.98457167880572,200
E05010941 Prescot South,0.0
E05010942 Roby,0.0
E05010943 Shevington,0.0
E05010944 St Gabriels,0.0
E05010945 St Michaels,0.0
E05010946 Stockbridge,0.0
E05010947 Swanside,0.0
E05010948 Whiston and Cronton,50.93129726916614,200
E05010949 Whitefield,0.0
E05010950 Abbeydale,0.0
E05010951 Abbeymead,0.0
E05010952 Barnwood,0.0
E05010953 Barton and Tredworth,0.0
E05010954 Coney Hill,0.0
E05010955 Elmbridge,0.0
E05010956 Grange,0.0
E05010957 Hucclecote,0.0
E05010958 Kingsholm and Wotton,0.0
E05010959 Kingsway,0.0
E05010960 Longlevens,0.0
"E05010961 Matson, Robinswood and White City",0.0
E05010962 Moreland,0.0
E05010963 Podsmead,0.0
E05010964 Quedgeley Fieldcourt,0.0
E05010965 Quedgeley Severn Vale,0.0
E05010966 Tuffley,0.0
E05010967 Westgate,0.0
E05010969 Berkeley Vale,91.49423694749359,192,8
E05010972 Cam East,0.0
E05010973 Cam West,0.0
E05010975 Coaley and Uley,54.62075768260385,200
E05010976 Dursley,0.0
E05010981 Painswick and Upton,87.27958849645267,194,6
"E05010982 Randwick, Whiteshill and Ruscombe",0.0
E05010986 Stroud Central,0.0
E05010987 Stroud Farmhill and Paganhill,0.0
E05010988 Stroud Slade,0.0
E05010990 Stroud Uplands,0.0
E05010991 Stroud Valley,0.0
E05010992 The Stanleys,64.86130324195383,200
E05010995 Alresford and Itchen Valley,92.25668124374202,181,15,4
E05010996 Badger Farm and Oliver's Battery,92.51045814916202,193,7
E05010997 Bishop's Waltham,93.2254929135898,199,1
E05010998 Central Meon Valley,89.03546107208234,193,7
E05010999 Colden Common and Twyford,84.01703689357015,200
E05011000 Denmead,68.01957230831785,200
E05011001 St Barnabas,0.0
E05011002 St Bartholomew,0.0
E05011003 St Luke,0.0
E05011004 St Michael,0.0
E05011005 St Paul,0.0
E05011006 Southwick and Wickham,75.89301035809311,198,2
E05011007 The Worthys,87.29178271922062,200
E05011008 Upper Meon Valley,91.89449675384995,180,17,0,3
E05011009 Whiteley and Shedfield,67.00198172194966,200
E05011010 Wonston and Micheldever,92.75040821228902,183,14,3
E05011011 Alphington,0.0
E05011012 Duryard and St James,0.0
E05011013 Exwick,0.0
E05011014 Heavitree,0.0
E05011015 Mincinglake and Whipton,0.0
E05011016 Newtown and St Leonard's,0.0
E05011017 Pennsylvania,0.0
E05011018 Pinhoe,0.0
E05011019 Priory,0.0
E05011020 St David's,0.0
E05011021 St Loyes,0.0
E05011022 St Thomas,0.0
E05011023 Topsham,0.0
E05011024 Appleton,65.92807561598708,200
E05011025 Bewsey and Whitecross,0.0
E05011026 Birchwood,59.59486310403862,200
E05011027 Burtonwood and Winwick,72.69999021135008,200
E05011028 Chapelford and Old Hall,0.0
"E05011029 Culcheth, Glazebury and Croft",91.7501341260997,199,1
E05011030 Fairfield and Howley,0.0
E05011031 Grappenhall,74.35851033321718,200
E05011032 Great Sankey North and Whittle Hall,0.0
E05011033 Great Sankey South,0.0
E05011034 Latchford East,0.0
E05011035 Latchford West,0.0
E05011036 Lymm North and Thelwall,0.0
E05011037 Lymm South,0.0
E05011038 Orford,0.0
E05011039 Penketh and Cuerdley,38.274188201263684,200
E05011040 Poplars and Hulme,0.0
E05011041 Poulton North,0.0
E05011042 Poulton South,0.0
E05011043 Rixton and Woolston,91.84251208871247,200
E05011044 Stockton Heath,0.0
E05011045 Westbrook,0.0
E05011046 Callowland,0.0
E05011047 Central,0.0
E05011048 Holywell,0.0
E05011049 Leggatts,0.0
E05011050 Meriden,0.0
E05011051 Nascot,0.0
E05011052 Oxhey,0.0
E05011053 Park,0.0
E05011054 Stanborough,0.0
E05011055 Tudor,0.0
E05011056 Vicarage,0.0
E05011057 Woodside,0.0
E05011058 Brookmans Park and Little Heath,74.90830890488934,200
E05011059 Haldens,0.0
E05011060 Handside,0.0
E05011061 Hatfield Central,0.0
E05011062 Hatfield East,66.92238481311229,200
E05011063 Hatfield South West,0.0
E05011064 Hatfield Villages,85.97923244886168,200
E05011065 Hollybush,0.0
E05011066 Howlands,0.0
E05011067 Northaw and Cuffley,87.6674329057764,199,1
E05011068 Panshanger,0.0
E05011069 Peartree,0.0
E05011070 Sherrards,0.0
E05011071 Welham Green and Hatfield South,73.33700956714166,200
E05011072 Welwyn East,50.18087839721042,200
E05011073 Welwyn West,39.32968157527584,200
E05011074 Claygate,0.0
E05011075 Cobham and Downside,69.03887751749178,200
E05011076 Esher,77.14917985457083,200
E05011077 Hersham Village,0.0
E05011078 Hinchley Wood and Weston Green,0.0
E05011079 Long Ditton,0.0
E05011080 Molesey East,0.0
E05011081 Molesey West,0.0
E05011082 Oatlands and Burwood Park,0.0
E05011083 Oxshott and Stoke D'Abernon,82.25188595184622,200
E05011084 Thames Ditton,0.0
E05011085 Walton Central,0.0
E05011086 Walton North,75.4823487282231,200
E05011087 Walton South,0.0
E05011088 Weybridge Riverside,0.0
E05011089 Weybridge St George's Hill,72.70185596951653,200
E05011090 Bryher,0.0
E05011091 St Agnes,0.0
E05011092 St Martin's,0.0
E05011093 St Mary's,0.0
E05011094 Tresco,0.0
E05011095 Borough & Bankside,0.0
E05011096 Camberwell Green,0.0
E05011097 Champion Hill,0.0
E05011098 Chaucer,0.0
E05011099 Dulwich Hill,0.0
E05011100 Dulwich Village,0.0
E05011101 Dulwich Wood,0.0
E05011102 Faraday,0.0
E05011103 Goose Green,0.0
E05011104 London Bridge & West Bermondsey,0.0
E05011105 Newington,0.0
E05011106 North Bermondsey,0.0
E05011107 North Walworth,0.0
E05011108 Nunhead & Queen's Road,0.0
E05011109 Old Kent Road,0.0
E05011110 Peckham,0.0
E05011111 Peckham Rye,0.0
E05011112 Rotherhithe,0.0
E05011113 Rye Lane,0.0
E05011114 St George's,0.0
E05011115 St Giles,0.0
E05011116 South Bermondsey,0.0
E05011117 Surrey Docks,0.0
E05011118 Acocks Green,0.0
E05011119 Allens Cross,0.0
E05011120 Alum Rock,0.0
E05011121 Aston,0.0
E05011122 Balsall Heath West,0.0
E05011123 Bartley Green,68.0529861863157,200
E05011124 Billesley,0.0
E05011125 Birchfield,0.0
E05011126 Bordesley & Highgate,0.0
E05011127 Bordesley Green,0.0
E05011128 Bournbrook & Selly Park,0.0
E05011129 Bournville & Cotteridge,0.0
E05011130 Brandwood & King's Heath,0.0
E05011131 Bromford & Hodge Hill,0.0
E05011132 Castle Vale,0.0
E05011133 Druids Heath & Monyhull,0.0
E05011134 Edgbaston,80.52600087476665,200
E05011135 Erdington,0.0
E05011136 Frankley Great Park,0.0
E05011137 Garretts Green,0.0
E05011138 Glebe Farm & Tile Cross,0.0
E05011139 Gravelly Hill,0.0
E05011140 Hall Green North,0.0
E05011141 Hall Green South,0.0
E05011142 Handsworth,0.0
E05011143 Handsworth Wood,0.0
E05011144 Harborne,0.0
E05011145 Heartlands,0.0
E05011146 Highter's Heath,0.0
E05011147 Holyhead,0.0
E05011148 King's Norton North,0.0
E05011149 King's Norton South,0.0
E05011150 Kingstanding,0.0
E05011151 Ladywood,0.0
E05011152 Longbridge & West Heath,0.0
E05011153 Lozells,0.0
E05011154 Moseley,0.0
E05011155 Nechells,0.0
E05011156 Newtown,0.0
E05011157 North Edgbaston,0.0
E05011158 Northfield,0.0
E05011159 Oscott,0.0
E05011160 Perry Barr,0.0
E05011161 Perry Common,0.0
E05011162 Pype Hayes,0.0
E05011163 Quinton,0.0
E05011164 Rubery & Rednal,0.0
E05011165 Shard End,0.0
E05011166 Sheldon,0.0
E05011167 Small Heath,0.0
E05011168 Soho & Jewellery Quarter,0.0
E05011169 South Yardley,0.0
E05011170 Sparkbrook & Balsall Heath East,0.0
E05011171 Sparkhill,0.0
E05011172 Stirchley,0.0
E05011173 Stockland Green,0.0
E05011174 Sutton Four Oaks,0.0
E05011175 Sutton Mere Green,0.0
E05011176 Sutton Reddicap,0.0
E05011177 Sutton Roughley,50.91766731052604,200
E05011178 Sutton Trinity,0.0
E05011179 Sutton Vesey,50.40444237346408,200
E05011180 Sutton Walmley & Minworth,75.48705065050028,200
E05011181 Sutton Wylde Green,0.0
E05011182 Tyseley & Hay Mills,0.0
E05011183 Ward End,0.0
E05011184 Weoley & Selly Oak,62.26820441546866,200
E05011185 Yardley East,0.0
E05011186 Yardley West & Stechford,0.0
E05011187 Bishopstoke,0.0
E05011188 Botley,0.0
E05011189 Bursledon & Hound North,75.15862082478796,200
E05011190 Chandler's Ford,0.0
E05011191 Eastleigh Central,0.0
E05011192 Eastleigh North,0.0
E05011193 Eastleigh South,0.0
E05011194 Fair Oak & Horton Heath,35.562369062619176,200
E05011195 Hamble & Netley,0.0
E05011196 Hedge End North,0.0
E05011197 Hedge End South,0.0
E05011198 Hiltingbury,0.0
E05011199 West End North,85.35676238795074,200
E05011200 West End South,0.0
E05011201 Ashdown,0.0
E05011202 Baird,0.0
E05011203 Braybrooke,0.0
E05011204 Castle,0.0
E05011205 Central St Leonards,0.0
E05011206 Conquest,0.0
E05011207 Gensing,0.0
E05011208 Hollington,0.0
E05011209 Maze Hill,0.0
E05011210 Old Hastings,0.0
E05011211 Ore,0.0
E05011212 St Helens,0.0
E05011213 Silverhill,0.0
E05011214 Tressell,0.0
E05011215 West St Leonards,0.0
